Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
34991,2630,624,98,28,9999,0,1273,0,4161,5296,3,3,1478,490,2000,1,0,5,72,105,2,0,72,0,0,1391,1584,7704,865,0,9,34,35,25,28,4,9,9,5,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
35991,2630,624,98,28,9999,0,1232,0,4161,5126,3,3,1478,490,2000,1,0,5,72,105,2,0,72,0,0,1391,1584,7704,865,0,9,34,35,25,28,4,9,9,5,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
36991,2630,624,98,28,9999,0,1257,0,4161,5230,3,3,1478,490,2000,1,0,5,72,105,0,0,72,0,0,1391,1584,65535,886,0,16,25,36,21,15,4,4,16,18,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
37991,2630,624,98,28,9999,0,1180,0,4161,4909,3,3,1478,490,2000,1,0,5,72,107,0,0,72,0,0,1391,1584,28576,956,0,0,28,28,33,34,0,0,0,0,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
38991,2630,624,98,28,9999,0,1188,0,4165,4948,3,3,1478,490,2000,1,0,5,72,107,0,0,72,0,0,1391,1584,28576,956,0,0,28,28,33,34,0,0,0,0,99,0,0,13110,741,0,564,44,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
40005,2589,664,98,28,9999,0,1270,0,4165,5289,3,3,1478,490,2000,1,0,3,72,107,23,0,73,0,0,1391,1584,16976,909,0,0,28,16,21,34,0,0,0,5,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
40991,2589,664,98,28,9999,0,1230,0,4165,5122,3,3,1478,490,2000,1,0,2,72,109,36,0,72,0,0,1391,1584,23466,926,0,4,43,30,33,25,0,4,0,18,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
41991,2589,664,98,28,9999,0,1181,0,4165,4918,3,3,1478,490,2000,1,0,2,72,108,18,0,72,0,0,1391,1584,7583,813,0,8,21,38,21,28,0,0,8,21,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
42991,2589,664,98,28,9999,0,1228,0,4165,5114,3,3,1478,490,2000,1,0,2,72,108,18,0,72,0,0,1391,1584,11091,830,0,0,33,33,30,23,0,0,0,10,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
43991,2589,664,98,28,9999,0,1214,0,4165,5056,3,3,1478,490,2000,1,0,2,72,108,18,0,72,0,0,1391,1584,4237,826,0,4,25,15,11,27,4,0,0,10,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
44992,2589,664,98,28,9999,0,1193,0,4165,4968,3,3,1382,490,1353,1,0,3,72,108,19,0,72,0,0,1391,1584,12492,732,0,4,30,27,21,31,0,0,4,5,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
45992,2589,664,98,28,9999,0,1146,0,4167,4775,3,3,1382,490,1353,1,0,3,72,108,19,0,72,0,0,1391,1584,12492,732,0,4,30,27,21,31,0,0,4,5,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
46992,2589,664,98,28,9999,0,1206,0,4167,5025,3,3,1382,490,1353,1,0,3,72,108,7,0,72,0,0,1391,1584,13626,833,0,4,33,21,19,15,0,0,4,17,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
47992,2589,664,98,28,9999,0,1206,0,4167,5025,3,3,1382,490,1353,1,0,3,72,108,7,0,72,0,0,1391,1584,18687,880,0,4,33,23,28,19,0,4,0,5,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
48992,2589,664,98,28,9999,0,1240,0,4159,5157,3,3,1382,490,1353,1,0,2,72,109,26,0,72,0,0,1391,1584,0,928,0,4,22,31,16,15,0,0,4,10,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
49992,2589,664,98,29,9999,0,1203,0,4159,5003,3,3,1382,490,1353,1,0,3,72,109,9,0,72,0,0,1391,1584,12433,892,0,16,30,21,21,21,16,9,4,5,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
50992,2589,664,98,29,9999,0,1228,0,4159,5107,3,3,1382,490,1353,1,0,3,72,109,9,0,72,0,0,1391,1584,12433,892,0,16,30,21,21,21,16,9,4,5,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
51992,2589,664,98,29,9999,0,1212,0,4159,5040,3,3,1382,490,1353,1,0,2,72,108,13,0,72,0,0,1391,1584,8405,900,0,5,40,38,16,27,5,4,0,0,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
52992,2589,664,98,29,9999,0,1406,0,4159,5847,3,3,1382,490,1353,1,0,3,72,108,22,0,72,0,0,1391,1584,11937,859,0,23,42,36,43,42,19,23,19,5,99,0,0,13145,781,0,605,44,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
